Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Status,Family_size,Expenses,Total_Purchases,Engaged_in_days,TotalAcceptedCmp,AmountPerPurchase
1964,PhD,Relationship,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,59,2,2,4,279,16,3627 days 14:46:24.812721,0,17.4375
1967,PhD,Relationship,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,56,0,2,2,1482,23,3777 days 14:46:24.812721,1,64.43478260869566
1976,Basic,Single,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,47,1,1,2,29,6,3998 days 14:46:24.812721,0,4.833333333333333
1959,PhD,Relationship,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,64,3,2,5,106,9,3665 days 14:46:24.812721,0,11.777777777777779
1973,PhD,Single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,50,2,1,3,49,6,3349 days 14:46:24.812721,2,8.166666666666666
1965,PhD,Single,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,58,2,1,3,38,7,3644 days 14:46:24.812721,0,5.428571428571429
1992,Master,Single,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,31,0,1,1,2077,22,3926 days 14:46:24.812721,0,94.4090909090909
1976,Master,Relationship,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,47,1,2,3,1053,17,3535 days 14:46:24.812721,1,61.94117647058823
1962,Graduation,Relationship,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,61,0,2,2,1385,23,3744 days 14:46:24.812721,0,60.21739130434783
1974,PhD,Single,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,49,1,1,2,871,25,3613 days 14:46:24.812721,0,34.84
1988,Graduation,Relationship,41883.0,1,0,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,35,1,2,3,312,12,3775 days 14:46:24.812721,0,26.0
1976,Graduation,Relationship,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,47,2,2,4,877,15,3927 days 14:46:24.812721,0,58.46666666666667
1975,Graduation,Relationship,23957.0,1,0,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,48,1,2,3,68,6,3917 days 14:46:24.812721,1,11.333333333333334
1981,Graduation,Relationship,38547.0,1,0,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,42,1,2,3,22,4,3613 days 14:46:24.812721,0,5.5
1973,Master,Relationship,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,50,3,2,5,211,16,3984 days 14:46:24.812721,0,13.1875
1966,Master,Relationship,49605.0,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,57,0,2,2,127,8,3316 days 14:46:24.812721,0,15.875
1953,Master,Relationship,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,70,2,2,4,459,16,3374 days 14:46:24.812721,0,28.6875
1969,Graduation,Relationship,65747.0,0,1,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,54,1,2,3,460,19,3422 days 14:46:24.812721,1,24.210526315789473
1972,Master,Relationship,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,51,1,2,3,429,17,3870 days 14:46:24.812721,0,25.235294117647058
1988,Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,35,1,1,2,89,11,3356 days 14:46:24.812721,0,8.090909090909092
1952,PhD,Relationship,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,71,1,2,3,1021,26,3936 days 14:46:24.812721,0,39.26923076923077
1949,Graduation,Relationship,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,74,0,2,2,1381,21,3803 days 14:46:24.812721,3,65.76190476190476
1958,Graduation,Single,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,65,1,1,2,306,15,3664 days 14:46:24.812721,0,20.4
1978,Graduation,Single,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,45,3,1,4,18,4,3598 days 14:46:24.812721,0,4.5
1977,Graduation,Relationship,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,46,1,2,3,162,9,3563 days 14:46:24.812721,0,18.0
1955,Graduation,Single,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,68,0,1,1,1231,18,3621 days 14:46:24.812721,0,68.38888888888889
1958,Master,Single,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,65,3,1,4,13,4,3671 days 14:46:24.812721,0,3.25
1945,PhD,Relationship,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,78,0,2,2,1706,27,3909 days 14:46:24.812721,0,63.18518518518518
1984,Graduation,Relationship,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,39,1,2,3,121,11,3483 days 14:46:24.812721,0,11.0
1975,PhD,Single,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,48,0,1,1,1293,20,3732 days 14:46:24.812721,0,64.65
1966,Graduation,Relationship,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,57,3,2,5,88,9,3536 days 14:46:24.812721,0,9.777777777777779
1953,Graduation,Single,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,70,0,1,1,421,18,3531 days 14:46:24.812721,1,23.38888888888889
1959,Graduation,Single,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,64,0,1,1,259,12,3613 days 14:46:24.812721,1,21.583333333333332
1988,Graduation,Single,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,35,0,1,1,1117,15,3547 days 14:46:24.812721,0,74.46666666666667
1957,Graduation,Relationship,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,66,2,2,4,89,9,3432 days 14:46:24.812721,0,9.88888888888889
1965,Graduation,Relationship,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,58,2,2,4,36,6,3377 days 14:46:24.812721,0,6.0
1982,Graduation,Relationship,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,41,1,2,3,57,7,3659 days 14:46:24.812721,0,8.142857142857142
1970,Graduation,Relationship,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,53,2,2,4,148,8,3377 days 14:46:24.812721,0,18.5
1959,PhD,Relationship,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,64,2,2,4,93,8,3458 days 14:46:24.812721,0,11.625
1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,56,1,1,2,119,7,3394 days 14:46:24.812721,1,17.0
1975,PhD,Relationship,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,48,1,2,3,1835,28,3963 days 14:46:24.812721,0,65.53571428571429
1948,PhD,Relationship,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,75,0,2,2,1318,25,3868 days 14:46:24.812721,3,52.72
1970,PhD,Relationship,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,53,2,2,4,45,7,3345 days 14:46:24.812721,0,6.428571428571429
1959,Graduation,Relationship,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,64,3,2,5,10,4,3313 days 14:46:24.812721,0,2.5
1951,Master,Relationship,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,72,0,2,2,978,25,3518 days 14:46:24.812721,1,39.12
1976,PhD,Relationship,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,47,1,2,3,191,10,3357 days 14:46:24.812721,0,19.1
1988,Master,Relationship,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,35,1,2,3,57,9,3358 days 14:46:24.812721,0,6.333333333333333
1946,Master,Relationship,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,77,0,2,2,1033,24,3582 days 14:46:24.812721,0,43.041666666666664
1984,Master,Relationship,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,39,1,2,3,66,6,3466 days 14:46:24.812721,0,11.0
1961,Basic,Relationship,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,62,0,2,2,43,6,3322 days 14:46:24.812721,0,7.166666666666667
1983,Graduation,Relationship,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,40,1,2,3,50,5,3879 days 14:46:24.812721,0,10.0
1970,PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,53,1,1,2,39,7,3421 days 14:46:24.812721,0,5.571428571428571
1966,Graduation,Relationship,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,57,1,2,3,608,18,3639 days 14:46:24.812721,0,33.77777777777778
1976,Graduation,Relationship,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,47,0,2,2,1581,24,3775 days 14:46:24.812721,0,65.875
1964,PhD,Relationship,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,59,2,2,4,68,7,3799 days 14:46:24.812721,0,9.714285714285714
1978,Basic,Relationship,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,45,1,2,3,80,5,3966 days 14:46:24.812721,1,16.0
1989,PhD,Relationship,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,34,0,2,2,1282,28,3716 days 14:46:24.812721,0,45.785714285714285
1988,Graduation,Relationship,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,35,1,2,3,91,8,3703 days 14:46:24.812721,0,11.375
1973,Graduation,Relationship,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,50,2,2,4,315,16,3804 days 14:46:24.812721,0,19.6875
1977,Graduation,Relationship,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,46,2,2,4,31,6,3490 days 14:46:24.812721,0,5.166666666666667
1980,Master,Relationship,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,43,0,2,2,834,23,3355 days 14:46:24.812721,0,36.26086956521739
1954,Graduation,Relationship,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,69,0,2,2,1600,17,3591 days 14:46:24.812721,1,94.11764705882354
1954,Graduation,Relationship,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,69,0,2,2,1270,17,3836 days 14:46:24.812721,0,74.70588235294117
1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,50,2,1,3,263,15,3398 days 14:46:24.812721,2,17.533333333333335
1952,Graduation,Single,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,71,1,1,2,535,19,3308 days 14:46:24.812721,1,28.157894736842106
1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,55,0,1,1,1295,18,3510 days 14:46:24.812721,0,71.94444444444444
1978,Graduation,Single,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,45,1,1,2,1150,29,3566 days 14:46:24.812721,0,39.6551724137931
1977,PhD,Relationship,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,46,0,2,2,1240,26,3912 days 14:46:24.812721,4,47.69230769230769
1965,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,58,2,1,3,38,6,3655 days 14:46:24.812721,0,6.333333333333333
1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,39,0,1,1,35,4,3904 days 14:46:24.812721,2,8.75
1988,Graduation,Relationship,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,35,1,2,3,53,5,3511 days 14:46:24.812721,1,10.6
1963,Master,Single,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,60,2,1,3,293,17,3720 days 14:46:24.812721,0,17.235294117647058
1966,Graduation,Relationship,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,57,1,2,3,65,6,3329 days 14:46:24.812721,0,10.833333333333334
1954,Graduation,Single,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,69,1,1,2,1804,29,3965 days 14:46:24.812721,2,62.206896551724135
1956,Graduation,Relationship,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,67,1,2,3,241,15,3763 days 14:46:24.812721,0,16.066666666666666
1954,Graduation,Relationship,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,69,0,2,2,1101,20,3411 days 14:46:24.812721,0,55.05
1968,PhD,Relationship,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,55,2,2,4,264,19,3940 days 14:46:24.812721,0,13.894736842105264
1974,Master,Relationship,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,49,2,2,4,541,26,3832 days 14:46:24.812721,0,20.807692307692307
1985,Graduation,Relationship,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,38,0,2,2,1198,17,3729 days 14:46:24.812721,0,70.47058823529412
1977,Graduation,Relationship,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,46,1,2,3,482,20,3397 days 14:46:24.812721,0,24.1
1978,Master,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,3,1,4,17,4,3356 days 14:46:24.812721,0,4.25
1948,Master,Relationship,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,75,0,2,2,1615,25,3534 days 14:46:24.812721,2,64.6
1954,Master,Single,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,69,1,1,2,285,12,3610 days 14:46:24.812721,0,23.75
1980,Graduation,Relationship,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,43,1,2,3,1135,28,3900 days 14:46:24.812721,0,40.535714285714285
1988,Master,Relationship,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,35,1,2,3,114,7,3387 days 14:46:24.812721,0,16.285714285714285
1969,Graduation,Relationship,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,54,0,2,2,1047,16,3535 days 14:46:24.812721,0,65.4375
1970,PhD,Relationship,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,53,2,2,4,714,22,3384 days 14:46:24.812721,0,32.45454545454545
1980,PhD,Relationship,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,43,1,2,3,185,13,3848 days 14:46:24.812721,0,14.23076923076923
1962,Graduation,Single,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,61,1,1,2,1245,32,3967 days 14:46:24.812721,0,38.90625
1978,Graduation,Relationship,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,45,1,2,3,189,12,3768 days 14:46:24.812721,0,15.75
1976,Graduation,Relationship,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,47,1,2,3,576,16,3920 days 14:46:24.812721,0,36.0
1952,Graduation,Single,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,71,1,1,2,1103,18,3875 days 14:46:24.812721,0,61.27777777777778
1972,PhD,Relationship,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,51,0,2,2,1753,17,3998 days 14:46:24.812721,0,103.11764705882354
1986,PhD,Relationship,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,37,1,2,3,17,4,3441 days 14:46:24.812721,0,4.25
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,2,1,3,433,23,3774 days 14:46:24.812721,1,18.82608695652174
1962,Master,Single,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,61,1,1,2,1588,14,3848 days 14:46:24.812721,1,113.42857142857143
1971,Graduation,Relationship,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,52,1,2,3,22,4,3718 days 14:46:24.812721,0,5.5
1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,72,0,1,1,19,5,3382 days 14:46:24.812721,0,3.8
1965,PhD,Relationship,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,58,1,2,3,1117,29,3771 days 14:46:24.812721,0,38.51724137931034
1975,Master,Relationship,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,48,1,2,3,69,8,3510 days 14:46:24.812721,0,8.625
1982,Master,Relationship,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,41,1,2,3,23,5,3515 days 14:46:24.812721,0,4.6
1958,PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,65,1,1,2,605,19,3576 days 14:46:24.812721,0,31.842105263157894
1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,50,1,1,2,57,11,3493 days 14:46:24.812721,0,5.181818181818182
1968,Graduation,Single,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,55,0,1,1,2088,22,3552 days 14:46:24.812721,1,94.9090909090909
1958,Graduation,Relationship,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,65,1,2,3,1009,16,3861 days 14:46:24.812721,0,63.0625
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,52,1,1,2,26,5,3641 days 14:46:24.812721,0,5.2
1990,Graduation,Relationship,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,33,0,2,2,1627,22,3521 days 14:46:24.812721,2,73.95454545454545
1958,Graduation,Relationship,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,65,1,2,3,1102,31,3989 days 14:46:24.812721,0,35.54838709677419
1964,PhD,Relationship,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,59,2,2,4,17,6,3332 days 14:46:24.812721,0,2.8333333333333335
1972,Graduation,Relationship,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,51,1,2,3,1690,16,3713 days 14:46:24.812721,4,105.625
1953,Graduation,Relationship,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,70,1,2,3,1390,21,3844 days 14:46:24.812721,0,66.19047619047619
1988,PhD,Relationship,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,0,2,2,2126,20,3975 days 14:46:24.812721,0,106.3
1969,Master,Relationship,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,54,1,2,3,1531,25,3916 days 14:46:24.812721,0,61.24
1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,48,1,1,2,64,7,3594 days 14:46:24.812721,0,9.142857142857142
1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,38,1,1,2,26,6,3553 days 14:46:24.812721,0,4.333333333333333
1974,Graduation,Single,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,49,0,1,1,1112,29,3758 days 14:46:24.812721,5,38.3448275862069
1958,Master,Relationship,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,65,0,2,2,210,11,3953 days 14:46:24.812721,0,19.09090909090909
1967,Graduation,Relationship,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,56,2,2,4,1148,26,3977 days 14:46:24.812721,0,44.15384615384615
1974,PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,49,1,1,2,33,6,3932 days 14:46:24.812721,0,5.5
1961,PhD,Relationship,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,62,1,2,3,1101,19,3929 days 14:46:24.812721,1,57.94736842105263
1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,59,1,1,2,322,16,3923 days 14:46:24.812721,0,20.125
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,59,2,1,3,44,10,3698 days 14:46:24.812721,0,4.4
1957,PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,66,3,1,4,17,4,3511 days 14:46:24.812721,0,4.25
1979,Graduation,Single,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,44,1,1,2,31,6,3935 days 14:46:24.812721,2,5.166666666666667
1968,PhD,Single,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,55,2,1,3,845,25,3711 days 14:46:24.812721,0,33.8
1970,Master,Relationship,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,53,1,2,3,275,15,3320 days 14:46:24.812721,0,18.333333333333332
1978,PhD,Relationship,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,45,1,2,3,25,4,3891 days 14:46:24.812721,0,6.25
1952,Master,Relationship,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,71,2,2,4,275,17,3819 days 14:46:24.812721,1,16.176470588235293
1966,Master,Relationship,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,57,2,2,4,90,11,3780 days 14:46:24.812721,0,8.181818181818182
1963,Graduation,Relationship,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,60,0,2,2,1495,19,3311 days 14:46:24.812721,1,78.6842105263158
1970,PhD,Relationship,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,53,2,2,4,184,11,3930 days 14:46:24.812721,2,16.727272727272727
1970,Graduation,Relationship,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,53,0,2,2,981,13,3683 days 14:46:24.812721,0,75.46153846153847
1970,Graduation,Relationship,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,53,1,2,3,67,8,3576 days 14:46:24.812721,0,8.375
1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,70,0,1,1,1635,14,3953 days 14:46:24.812721,1,116.78571428571429
1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,40,1,1,2,60,10,3409 days 14:46:24.812721,0,6.0
1975,PhD,Relationship,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,48,1,2,3,231,12,3453 days 14:46:24.812721,0,19.25
